2,716.909
3,479.734
4,375.081
5,302.028
6,251.27
7,211.871
8,182.573
9,168.916
10,153.008
11,141.972
12,129.201
13,121.116
14,113.755
15,105.886
16,102.08
17,92.5803
18,90.2052
19,89.0281
20,83.0438
21,79.7921
22,76.3168
23,74.3761
24,69.298
25,67.0478
26,67.4185
27,64.1858
28,62.2826
29,60.4668
30,59.4845
31,57.2418
32,56.6771
33,56.2052
34,53.6198
35,52.9794
36,49.6829
37,51.2083
38,49.5161
39,49.8312
40,48.6435
41,46.1347
42,47.144
43,44.4821
44,43.8637
45,45.2107
46,42.7173
47,43.6913
48,41.7055
49,43.279
50,40.2119
51,41.0546
52,40.8662
53,38.5383
54,39.3525
55,38.4233
56,39.5311
57,36.2754
58,37.2745
59,35.8004
60,34.9954
61,35.64
62,35.2507
63,34.7883
64,34.7204
65,34.7866
66,34.1454
67,34.1247
68,34.0504
69,34.4147
70,33.2493
71,32.1055
72,33.1093
73,31.179
74,32.0763
75,31.4844
76,30.9176
77,30.9025
78,31.5302
79,29.4219
80,29.5449
81,30.344
82,30.3658
83,30.5268
84,28.9449
85,29.9371
86,28.2019
87,30.277
88,28.5909
89,28.4935
90,30.5813
91,30.3951
92,28.1214
93,27.5914
94,28.0012
95,29.6384
96,29.4251
