2,3246.96
3,2173.47
4,1590.02
5,1321.04
6,1106.23
7,959.912
8,834.104
9,744.44
10,673.11
11,600.106
12,551.337
13,512.209
14,492.834
15,464.218
16,423.12
17,413.275
18,387.434
19,373.959
20,356.522
21,336.711
22,323.717
23,319.271
24,301.84
25,289.787
26,291.493
27,283.028
28,274.7
29,264.614
30,256.232
31,253.818
32,242.807
33,238.384
34,230.99
35,226.044
36,220.006
37,216.434
38,212.931
39,209.52
40,204.345
41,194.219
42,196.414
43,195.538
44,188.173
45,182.078
46,186.851
47,181.733
48,182.604
49,180.467
50,178.952
51,170.145
52,165.924
53,160.39
54,158.041
55,165.976
56,162.759
57,164.4
58,162.404
59,155.308
60,162.727
61,154.8
62,153.92
63,154.752
64,145.457
65,145.474
66,144.425
67,143.076
68,144.096
69,142.539
70,139.193
71,137.927
72,133.621
73,140.055
74,134.175
75,139.45
76,138.1
77,129.541
78,138.221
79,131.215
80,139.028
81,131.122
82,133.291
83,128.585
84,129.206
85,131.815
86,131.324
87,123.691
88,129.545
89,125.155
90,127.665
91,128.765
92,131.747
93,124.431
94,128.257
95,128.967
96,121.933
