2,80.2833
3,51.7435
4,38.8941
5,31.399
6,27.1966
7,22.7593
8,20.6535
9,18.4488
10,16.3352
11,14.7472
12,13.9339
13,12.7043
14,12.2247
15,11.3426
16,10.8422
17,10.2389
18,9.77002
19,9.07641
20,8.80113
21,8.41446
22,8.09521
23,7.96194
24,7.60863
25,7.44241
26,7.07774
27,6.89149
28,6.60917
29,6.55383
30,6.4124
31,6.38672
32,5.89772
33,5.97469
34,5.91893
35,5.72992
36,5.55165
37,5.40415
38,5.44962
39,5.30515
40,5.367
41,5.14297
42,5.08917
43,5.02968
44,4.8908
45,4.92199
46,4.81459
47,4.64935
48,4.45276
49,4.60818
50,4.39659
51,4.57662
52,4.4802
53,4.27734
54,4.20071
55,4.28821
56,4.15439
57,4.28191
58,4.1712
59,4.16042
60,4.19847
61,4.00944
62,3.94573
63,3.77436
64,4.12276
65,3.90252
66,3.77632
67,3.86963
68,3.64421
69,3.76013
70,3.67931
71,3.67203
72,3.81873
73,3.57053
74,3.82898
75,3.85762
76,3.54425
77,3.53984
78,3.64797
79,4.15121
80,3.90969
81,3.40867
82,3.27284
83,3.76715
84,3.53251
85,3.49234
86,3.38539
87,3.90709
88,3.4461
89,4.61871
90,3.69307
91,4.36388
92,4.36639
93,3.56664
94,4.32203
95,3.7653
96,4.12856
2,161.908
3,108.864
4,85.3242
5,67.8569
6,57.0124
7,49.601
8,41.9397
9,37.2972
10,34.7061
11,32.3206
12,29.4915
13,27.6247
14,25.7347
15,24.2827
16,23.1623
17,21.265
18,19.8781
19,19.1417
20,18.3118
21,17.5858
22,17.6842
23,16.7086
24,16.1142
25,15.0951
26,15.0686
27,15.1288
28,13.7367
29,13.7382
30,13.2014
31,13.0846
32,12.781
33,11.9768
34,12.014
35,12.0359
36,11.9474
37,11.3518
38,11.4232
39,11.0691
40,11.3363
41,10.6963
42,10.5006
43,10.4717
44,10.4523
45,9.99931
46,9.76377
47,9.93582
48,9.54319
49,9.42245
50,9.52443
51,9.35813
52,9.40376
53,9.00808
54,9.33166
55,8.91086
56,8.58037
57,8.8643
58,8.61872
59,9.03474
60,8.12786
61,7.90441
62,8.04131
63,8.01351
64,7.99795
65,7.75579
66,7.72734
67,7.68171
68,7.69183
69,7.73329
70,7.85306
71,7.33848
72,7.59292
73,7.71162
74,7.2586
75,7.54201
76,7.26269
77,7.12984
78,7.2486
79,6.92375
80,7.23467
81,7.3196
82,6.86321
83,7.47978
84,7.16568
85,7.16503
86,6.87076
87,7.31882
88,6.8981
89,6.70269
90,6.67464
91,7.02253
92,6.5987
93,6.66433
94,6.65327
95,6.5301
96,6.6286
2,355.225
3,229.681
4,172.707
5,144.403
6,120.722
7,99.5907
8,91.1165
9,81.5761
10,70.9475
11,67.2263
12,61.899
13,57.7222
14,53.8602
15,50.9107
16,47.1916
17,45.5357
18,43.7837
19,41.0513
20,41.2118
21,36.4835
22,37.077
23,34.4319
24,33.5389
25,33.4697
26,30.5227
27,31.0579
28,29.8321
29,29.8662
30,28.1093
31,27.5219
32,26.7907
33,26.6596
34,25.7721
35,25.6544
36,24.246
37,23.4858
38,23.5156
39,23.0434
40,22.9881
41,22.1404
42,22.8414
43,21.9887
44,21.4593
45,21.5251
46,20.3348
47,20.2671
48,20.1108
49,19.7498
50,19.8635
51,19.3212
52,18.7582
53,19.1986
54,19.4667
55,18.8832
56,18.5057
57,18.491
58,17.4772
59,18.0717
60,18.2401
61,17.9768
62,16.8188
63,16.9765
64,16.7299
65,16.7198
66,16.2787
67,16.197
68,16.7171
69,16.0402
70,16.6309
71,15.0987
72,15.5457
73,15.571
74,15.4001
75,15.2668
76,15.0547
77,14.7083
78,15.2036
79,14.3817
80,14.8923
81,15.8727
82,14.2094
83,15.2795
84,14.5945
85,14.1386
86,14.3777
87,14.4638
88,15.367
89,14.422
90,13.648
91,14.1854
92,13.8602
93,14.3358
94,14.2598
95,13.8666
96,13.6747
2,720.459
3,497.741
4,373.376
5,302.711
6,241.918
7,218.082
8,191.518
9,163.533
10,149.088
11,141.764
12,125.948
13,121.245
14,113.4
15,103.329
16,97.2373
17,94.9116
18,88.7709
19,84.28
20,82.2238
21,80.2574
22,74.1867
23,73.0872
24,68.8565
25,67.6303
26,65.6981
27,63.244
28,63.4377
29,61.9478
30,57.2457
31,57.2379
32,56.7334
33,57.0583
34,53.0867
35,52.7045
36,50.0437
37,49.2875
38,49.2426
39,46.5498
40,48.7539
41,46.596
42,43.9375
43,45.3801
44,44.2329
45,44.2007
46,42.5656
47,42.815
48,41.7536
49,39.7162
50,39.1125
51,40.8947
52,43.2496
53,38.9407
54,38.39
55,38.024
56,36.6631
57,38.2444
58,38.4974
59,36.1303
60,34.5368
61,35.8652
62,36.6092
63,33.6069
64,36.0395
65,33.9459
66,33.6744
67,33.8841
68,32.7657
69,32.3515
70,31.6396
71,33.1172
72,31.8648
73,32.3915
74,32.4582
75,32.0901
76,31.9908
77,30.024
78,31.7892
79,29.9973
80,32.2284
81,30.8519
82,30.1284
83,29.3987
84,29.0944
85,28.5304
86,31.8406
87,30.576
88,28.4422
89,29.3343
90,29.718
91,29.2766
92,28.0188
93,28.9851
94,27.6929
95,29.5174
96,27.3992
