2,3171.28
3,2190.77
4,1637.36
5,1328.53
6,1098.43
7,916.166
8,836.801
9,743.647
10,657.339
11,617.444
12,570.601
13,541.247
14,479.943
15,465.166
16,426.847
17,418.01
18,380.461
19,377.566
20,357.506
21,335.144
22,330.614
23,314.95
24,304.009
25,300.2
26,287.86
27,274.914
28,272.755
29,255.582
30,259.279
31,253.482
32,243.739
33,236.57
34,231.712
35,225.55
36,217.143
37,216.437
38,217.651
39,211.764
40,202.358
41,201.22
42,196.716
43,193.517
44,192.409
45,190.747
46,185.805
47,185.256
48,181.16
49,184.908
50,172.43
51,172.3
52,166.193
53,168.502
54,173.502
55,162.176
56,168.325
57,155.987
58,152.836
59,154.639
60,155.671
61,147.839
62,155.266
63,147.107
64,155.193
65,149.667
66,146.96
67,140.786
68,141.931
69,140.045
70,141.422
71,136.868
72,138.314
73,148.483
74,134.417
75,129.403
76,134.039
77,137.848
78,135.886
79,140.109
80,129.765
81,137.608
82,127.424
83,132.851
84,125.692
85,131.555
86,127.987
87,133.235
88,126.148
89,129.384
90,123.869
91,126.013
92,132.977
93,127.219
94,124.243
95,126.328
96,122.091
