2,1563.14
3,1012.24
4,782.892
5,606.024
6,511.669
7,438.805
8,384.134
9,346.214
10,309.37
11,295.36
12,273.022
13,250.84
14,235.983
15,216.997
16,210.217
17,194.901
18,185.026
19,177.303
20,166.218
21,161.753
22,155.482
23,151.681
24,144.122
25,141.858
26,138.943
27,132.337
28,127.424
29,124.113
30,126.274
31,122.628
32,115.585
33,115.951
34,111.648
35,109.751
36,105.917
37,105.619
38,105.241
39,99.7848
40,99.8068
41,95.0696
42,95.0816
43,94.4595
44,91.5782
45,88.1566
46,90.9672
47,90.0919
48,89.6981
49,82.7343
50,81.8042
51,85.8388
52,80.9432
53,78.2121
54,77.3447
55,81.2207
56,80.4683
57,75.7588
58,77.302
59,78.39
60,73.1113
61,70.8256
62,71.7533
63,70.0943
64,68.9147
65,72.1141
66,68.738
67,72.8383
68,67.6074
69,68.2253
70,68.5204
71,67.941
72,66.4735
73,68.125
74,68.6876
75,64.0783
76,66.3237
77,63.8874
78,64.738
79,63.4919
80,66.1167
81,63.0761
82,61.6171
83,62.7427
84,64.7858
85,60.3999
86,65.6775
87,63.2484
88,61.4905
89,60.642
90,60.699
91,59.8698
92,62.547
93,58.5543
94,58.4883
95,61.954
96,58.8868
