2,743.342
3,479.692
4,376.812
5,300.331
6,242.592
7,209.758
8,190.22
9,163.788
10,149.29
11,135.876
12,129.643
13,116.654
14,114.081
15,104.205
16,100.697
17,95.0429
18,89.2348
19,81.7803
20,81.4762
21,79.8355
22,73.2569
23,72.8141
24,70.3142
25,69.915
26,67.4048
27,63.9499
28,63.0026
29,61.9907
30,58.8809
31,57.4367
32,56.6922
33,57.3632
34,53.1009
35,52.3665
36,53.0778
37,50.6785
38,49.747
39,49.1042
40,47.6243
41,46.9134
42,47.0037
43,44.4913
44,48.4701
45,45.1265
46,44.2795
47,43.1161
48,41.337
49,41.9877
50,40.3779
51,41.9805
52,40.4836
53,39.7333
54,37.9763
55,37.8875
56,37.6057
57,39.1081
58,36.2791
59,37.3146
60,36.8888
61,36.6556
62,35.4826
63,36.8801
64,35.1614
65,36.8796
66,34.4143
67,33.295
68,32.642
69,32.0008
70,31.5299
71,32.9663
72,32.422
73,33.1831
74,30.8779
75,30.0892
76,31.8188
77,31.894
78,30.6221
79,31.1257
80,30.7451
81,29.8454
82,30.9755
83,30.882
84,29.5875
85,30.9829
86,30.7902
87,28.2812
88,28.4896
89,32.0006
90,29.6038
91,29.2005
92,29.4563
93,29.111
94,28.1509
95,28.8086
96,29.1584
