2,1509.43
3,1013.18
4,764.581
5,629.699
6,511.218
7,455.843
8,387.923
9,361.12
10,324.266
11,285.674
12,269.945
13,255.029
14,229.371
15,223.18
16,210.382
17,192.2
18,188.698
19,181.48
20,169.032
21,159.735
22,155.247
23,150.045
24,148.655
25,141.588
26,137.929
27,134.567
28,132.938
29,126.973
30,118.897
31,120
32,115.349
33,108.339
34,111.262
35,109.825
36,103.701
37,107.354
38,104.749
39,96.8064
40,101.679
41,98.7575
42,93.3288
43,93.6189
44,94.41
45,95.5323
46,92.6439
47,88.941
48,88.8485
49,81.8084
50,86.577
51,83.0606
52,79.9333
53,78.1026
54,80.1317
55,75.0816
56,79.6125
57,75.5177
58,74.6907
59,73.6295
60,77.6218
61,76.9526
62,72.6364
63,74.145
64,69.3273
65,71.0214
66,70.0023
67,66.6133
68,69.4031
69,72.9137
70,65.9924
71,66.2094
72,65.6871
73,65.4845
74,66.3165
75,64.5364
76,66.785
77,66.0855
78,64.3293
79,65.4384
80,63.763
81,61.9398
82,63.3672
83,63.0513
84,60.5636
85,61.3635
86,62.8958
87,60.4731
88,64.2509
89,58.3325
90,61.8269
91,58.7979
92,58.0874
93,60.2113
94,60.545
95,58.5804
96,60.0776
